,article_name,country,revision_id,article_quality,population
458,Joaquín Escolán y Balibrera,Salvadoran,679294949.0,Stub,
459,Fermín Palacios,Salvadoran,705353491.0,Stub,
460,Eugenio Aguilar,Salvadoran,705353565.0,Stub,
461,Tomás Medina,Salvadoran,705353584.0,Stub,
462,Ramón Rodríguez (Salvadoran politician),Salvadoran,705353647.0,Stub,
463,Vicente Gómez,Salvadoran,705353678.0,Stub,
464,Lorenzo Zepeda,Salvadoran,705353843.0,Stub,
465,José María Peralta,Salvadoran,705353896.0,Stub,
466,Francisco Menéndez,Salvadoran,705353975.0,Stub,
467,Pedro José Escalón,Salvadoran,705354095.0,Stub,
468,Fernando Figueroa,Salvadoran,705354112.0,Stub,
469,Carlos Meléndez (politician),Salvadoran,705354212.0,Stub,
470,Fabio Castillo Figueroa,Salvadoran,705385310.0,Stub,
471,Ricardo Montenegro,Salvadoran,706769596.0,Stub,
472,Rafael Campo,Salvadoran,707399758.0,Start,
473,Miguel Santín del Castillo,Salvadoran,707400213.0,Stub,
474,Osmín Aguirre y Salinas,Salvadoran,707403482.0,Stub,
475,Eusebio Rodolfo Cordón Cea,Salvadoran,707404888.0,Stub,
476,Juan José Guzmán,Salvadoran,707519272.0,Stub,
477,Juan José Cañas,Salvadoran,708089470.0,Stub,
478,José Gregorio Salazar,Salvadoran,710543364.0,Start,
479,Diego Vigil Cocaña,Salvadoran,710555824.0,Start,
480,Nicolás Espinoza,Salvadoran,710578840.0,Start,
481,Pedro Barriere,Salvadoran,710677703.0,Start,
482,Joaquín de San Martín,Salvadoran,710828020.0,Start,
483,José Félix Quirós,Salvadoran,714256648.0,Stub,
484,Edgardo Carlos Suárez Mallagray,Salvadoran,717903674.0,Stub,
485,Aníbal Portillo,Salvadoran,720419598.0,Stub,
486,José Francisco Valiente,Salvadoran,720478176.0,Stub,
487,Diego de Holguín,Salvadoran,720623176.0,Stub,
488,Sigfrido Reyes Morales,Salvadoran,720633452.0,Start,
489,Manuel Enrique Araujo,Salvadoran,723277343.0,Start,
490,Joaquín Eufrasio Guzmán,Salvadoran,730854147.0,Stub,
491,Francisco Malespín,Salvadoran,730864227.0,Stub,
492,Rodrigo Ávila,Salvadoran,733791467.0,Start,
493,Mario Aguiñada Carranza,Salvadoran,736491718.0,Start,
494,David Rodríguez Rivera,Salvadoran,738362225.0,Start,
495,Carlos Ezeta,Salvadoran,741190933.0,Start,
496,Andrés Ignacio Menéndez,Salvadoran,742279612.0,Stub,
497,Gerardo Barrios,Salvadoran,743252984.0,Start,
498,Rubén Zamora,Salvadoran,748418081.0,Start,
499,Antonio José Cañas,Salvadoran,749973666.0,Start,
500,José Atilio Benítez Parada,Salvadoran,749976455.0,Stub,
501,Violeta Menjívar,Salvadoran,757618572.0,Start,
502,Santiago González (politician),Salvadoran,757977772.0,Stub,
503,Rosa Amelia Guzmán,Salvadoran,758287489.0,Start,
504,Gloria Salguero Gross,Salvadoran,758288293.0,Start,
505,David Joaquín Guzmán,Salvadoran,765528693.0,Start,
506,Francisco Gómez (El Salvador President),Salvadoran,766757526.0,Start,
507,Francisco Dueñas,Salvadoran,769575358.0,Stub,
508,Rafael Zaldívar,Salvadoran,770682721.0,Start,
509,Óscar Ortiz (El Salvador),Salvadoran,774857245.0,Stub,
510,José Damián Villacorta,Salvadoran,777601256.0,Start,
511,José Escolástico Marín,Salvadoran,777602660.0,Stub,
512,José María Cornejo,Salvadoran,777612972.0,Start,
513,José María Peralta Lagos,Salvadoran,777613551.0,Stub,
514,José María San Martín,Salvadoran,777613737.0,Start,
515,José María Silva,Salvadoran,777613786.0,Start,
516,Juan Manuel Rodríguez,Salvadoran,777685186.0,Start,
517,Juan Vicente Villacorta Díaz,Salvadoran,777698313.0,Start,
518,Juan José Daboub,Salvadoran,778564487.0,C,
519,José Arturo Vásquez Machado,Salvadoran,779894617.0,Stub,
520,Andrés del Valle,Salvadoran,779931580.0,Start,
521,Lilian Mercedes Letona,Salvadoran,780552804.0,Start,
522,Carlos Quintanilla Schmidt,Salvadoran,780701356.0,Stub,
523,Enrique Álvarez Córdova,Salvadoran,781102914.0,Stub,
524,Arturo Araujo,Salvadoran,782520448.0,Stub,
525,Rubén Alonso Rosales,Salvadoran,782652818.0,Start,
526,Mariano Prado,Salvadoran,783472679.0,Start,
527,Pío Romero Bosque,Salvadoran,784506431.0,Stub,
528,Alfonso Quiñónez Molina,Salvadoran,785229840.0,Stub,
529,Jorge Meléndez,Salvadoran,786063735.0,Stub,
530,Carmen Elena Figueroa,Salvadoran,786068145.0,Stub,
531,Felipe Codallos,Salvadoran,786492357.0,Stub,
532,Tomás Regalado (Salvadoran politician),Salvadoran,786492366.0,Stub,
533,Doroteo Vasconcelos,Salvadoran,788264133.0,GA,
534,Alfredo Cristiani,Salvadoran,788447923.0,C,
535,Óscar Osorio,Salvadoran,791821555.0,Start,
536,Lourdes Rodríguez de Flores,Salvadoran,791907279.0,Stub,
537,Álvaro Magaña,Salvadoran,791907345.0,Stub,
538,Salvador Castaneda Castro,Salvadoran,791911972.0,B,
539,Julio Adalberto Rivera Carballo,Salvadoran,792385744.0,Start,
540,Carlos Salazar Castro,Salvadoran,793184472.0,Start,
541,Maximiliano Hernández Martínez,Salvadoran,793642670.0,C,
542,Reynaldo Galindo Pohl,Salvadoran,794052085.0,Stub,
543,Ciro Cruz Zepeda,Salvadoran,794459622.0,Start,
544,Ana Ligia Mixco Sol de Saca,Salvadoran,794561394.0,Stub,
545,Carlos Humberto Romero,Salvadoran,794988963.0,Start,
546,Ana María,Salvadoran,795573859.0,Start,
547,Arturo Armando Molina,Salvadoran,796131598.0,Stub,
548,Carlos Eugenio Vides Casanova,Salvadoran,797151261.0,C,
549,Miguel Álvarez Castro,Salvadoran,798306895.0,Stub,
550,José Guillermo García,Salvadoran,798460321.0,Start,
551,Marisol Argueta de Barillas,Salvadoran,798896224.0,Start,
552,René Emilio Ponce,Salvadoran,799918049.0,Stub,
553,Guillermo Ungo,Salvadoran,800478736.0,Stub,
554,Antonio Saca,Salvadoran,802075785.0,C,
555,Hugo Lindo,Salvadoran,802944082.0,Start,
556,Schafik Handal,Salvadoran,803674894.0,Start,
557,Ana Vilma de Escobar,Salvadoran,803927035.0,Start,
558,Juan Lindo,Salvadoran,804134156.0,Start,
559,Mauricio Funes,Salvadoran,804528819.0,GA,
560,Vice President of El Salvador,Salvadoran,804538892.0,Start,
561,Francisco Flores Pérez,Salvadoran,804606321.0,C,
562,José Napoleón Duarte,Salvadoran,804809409.0,C,
563,Armando Calderón Sol,Salvadoran,804991452.0,Start,
564,Fidel Sánchez Hernández,Salvadoran,805353238.0,Start,
565,Rafael Antonio Gutiérrez,Salvadoran,805474907.0,Start,
566,Irma Dimas,Salvadoran,806010405.0,Start,
567,Manuel José Arce,Salvadoran,806057984.0,Start,
568,President of El Salvador,Salvadoran,806101149.0,B,
569,José Matías Delgado,Salvadoran,806731535.0,C,
570,Vanda Pignato,Salvadoran,806958982.0,B,
571,José María Lemus,Salvadoran,807175924.0,Stub,
572,Salvador Sánchez Cerén,Salvadoran,807210786.0,C,
573,Gervas Clay,Rhodesian,574571582.0,Stub,
574,Harry Davies (politician),Rhodesian,669387487.0,Start,
575,William Fairbridge,Rhodesian,682576258.0,Start,
576,Washington Malianga,Rhodesian,711506001.0,Stub,
577,Ronald Snapper,Rhodesian,712233907.0,Stub,
578,Gerald B. Clarke,Rhodesian,747497059.0,Stub,
579,Francis Chaplin,Rhodesian,763530115.0,Stub,
580,Roger Hawkins (politician),Rhodesian,763533706.0,Start,
581,George Mitchell (Rhodesia),Rhodesian,763540238.0,Stub,
582,John Landau,Rhodesian,763870152.0,Stub,
583,Byron Hove,Rhodesian,763951988.0,Start,
584,Hilary Squires,Rhodesian,766847256.0,Start,
585,Cecil Dennistoun Burney,Rhodesian,774837666.0,Stub,
586,Mark Partridge,Rhodesian,780260926.0,Stub,
587,Prime Minister of Rhodesia,Rhodesian,782602484.0,Start,
588,Leo Cardwell Ross,Rhodesian,783150296.0,Start,
589,Josiah Gondo,Rhodesian,783150589.0,C,
590,Dunduzu Chisiza,Rhodesian,783301534.0,Start,
591,Allan Ross Welsh,Rhodesian,784562559.0,C,
592,John Moore Caldicott,Rhodesian,784757829.0,Start,
593,John Ralph Beaumont,Rhodesian,784758963.0,Start,
594,Leonard Ray Morgan,Rhodesian,784769027.0,Start,
595,Raleigh Grey,Rhodesian,784826325.0,Start,
596,Robert Clarkson Tredgold,Rhodesian,784830601.0,Start,
597,Robert James Hudson,Rhodesian,784831407.0,B,
598,William Harper (Rhodesian politician),Rhodesian,784870217.0,FA,
599,Rowan Cronjé,Rhodesian,784974615.0,GA,
600,Edgar Whitehead,Rhodesian,786601705.0,Start,
601,Henry Hamilton Beamish,Rhodesian,786659504.0,Start,
602,Lionel Cripps,Rhodesian,787105083.0,Start,
603,A. R. Colquhoun,Rhodesian,787147677.0,Start,
604,John McChlery,Rhodesian,787854502.0,Stub,
605,Jeremiah Chirau,Rhodesian,789545107.0,Stub,
606,Winston Field,Rhodesian,789689591.0,C,
607,Howard Unwin Moffat,Rhodesian,790010191.0,Start,
608,Ken Flower,Rhodesian,794528943.0,Start,
609,Andrew Skeen (Rhodesia),Rhodesian,795348776.0,Stub,
610,Hugh Beadle,Rhodesian,795369277.0,FA,
611,Hugh Marshall Hole,Rhodesian,795483112.0,Start,
612,Roy Welensky,Rhodesian,797314307.0,FA,
613,Abel Muzorewa,Rhodesian,797407618.0,C,
614,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082.0,Start,
615,Jack Howman,Rhodesian,798384751.0,Stub,
616,Ethel Tawse Jollie,Rhodesian,798492985.0,Start,
617,Alan David Butler,Rhodesian,799332728.0,Start,
618,Jack William Pithey,Rhodesian,799548505.0,Start,
619,President of Rhodesia,Rhodesian,799548556.0,C,
620,Denis Walker,Rhodesian,799608339.0,C,
621,James Cowden,Rhodesian,800407772.0,Stub,
622,Herbert Chitepo,Rhodesian,800416336.0,C,
623,Thomas Nangle,Rhodesian,800479460.0,Start,
624,Timothy Stamps,Rhodesian,800986051.0,C,
625,Sam Levy,Rhodesian,801716406.0,Start,
626,Humphrey Gibbs,Rhodesian,801718040.0,C,
627,P. K. van der Byl,Rhodesian,801795215.0,FA,
628,Clifford Dupont,Rhodesian,801876681.0,C,
629,Lance Smith (politician),Rhodesian,802151785.0,GA,
630,Desmond Lardner-Burke,Rhodesian,802930161.0,C,
631,John Bredenkamp,Rhodesian,803620246.0,C,
632,Frank Rhodes (British Army officer),Rhodesian,804040348.0,Start,
633,Ernest Lucas Guest,Rhodesian,804101492.0,FA,
634,Godfrey Chidyausiku,Rhodesian,804650400.0,Start,
635,Richard Hope Hall,Rhodesian,804743937.0,GA,
636,Crosaire,Rhodesian,804806363.0,C,
637,Gaston Thornicroft,Rhodesian,804877226.0,Start,
638,"James Graham, 7th Duke of Montrose",Rhodesian,805372073.0,C,
639,Ahrn Palley,Rhodesian,805960143.0,C,
640,Allan Savory,Rhodesian,806153816.0,GA,
641,Ian Smith,Rhodesian,806532780.0,FA,
642,Garfield Todd,Rhodesian,807097467.0,C,
643,Douglas Hamilton Ritchie,Rhodesian,807159903.0,C,
644,Godfrey Huggins,Rhodesian,807160082.0,C,
645,George Hackwill,Rhodesian,807283218.0,GA,
646,Henry Everard,Rhodesian,807425613.0,Start,
647,John Wrathall,Rhodesian,807425747.0,C,
648,Mavua Mudima,"Congo, Dem. Rep. of",592289232.0,Stub,
649,List of provincial governors of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",663088604.0,Stub,
650,Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",705390654.0,Stub,
651,Théophile Mbemba Fundu,"Congo, Dem. Rep. of",705707214.0,Stub,
652,Ntumba Luaba,"Congo, Dem. Rep. of",705723187.0,Start,
653,Myra Ndjoku Manianga,"Congo, Dem. Rep. of",705723441.0,Stub,
654,André-Philippe Futa,"Congo, Dem. Rep. of",708009445.0,Start,
655,Gérard Gifuza,"Congo, Dem. Rep. of",708358969.0,Stub,
656,Koloso Sumaili,"Congo, Dem. Rep. of",708359204.0,Stub,
657,Célestin Cibalonza Byaterana,"Congo, Dem. Rep. of",713195149.0,Stub,
658,Emmanuel Leku Apuobo,"Congo, Dem. Rep. of",713198718.0,Stub,
659,Kisula Ngoy,"Congo, Dem. Rep. of",713583472.0,Stub,
660,Jean Collins Musonda Kalusambo,"Congo, Dem. Rep. of",714150941.0,Stub,
661,Denis Kalume Numbi,"Congo, Dem. Rep. of",714220527.0,Start,
662,Delphin Kyubwa,"Congo, Dem. Rep. of",718961623.0,Stub,
663,Sylvain Ngabu Chumbu,"Congo, Dem. Rep. of",720858135.0,Start,
664,José Endundo Bononge,"Congo, Dem. Rep. of",721206007.0,Stub,
665,Richard Muyej Mangez,"Congo, Dem. Rep. of",723913158.0,Stub,
666,Sébastien Impeto Pengo,"Congo, Dem. Rep. of",725141090.0,Stub,
667,Clovis Kabongo Malemba,"Congo, Dem. Rep. of",733051797.0,Stub,
668,François Nicéphore Kakese,"Congo, Dem. Rep. of",737533634.0,Stub,
669,Raymond Ramazani Baya,"Congo, Dem. Rep. of",742707920.0,Stub,
670,Mulumba Lukoji,"Congo, Dem. Rep. of",743061455.0,Stub,
671,Alexandre Luba Ntambo,"Congo, Dem. Rep. of",749397818.0,Stub,
672,Oscar Kashala,"Congo, Dem. Rep. of",749419078.0,Start,
673,Jean-Marie Runiga Lugerero,"Congo, Dem. Rep. of",750725157.0,Stub,
674,Christian Malanga,"Congo, Dem. Rep. of",751152656.0,C,
675,Faustin Birindwa,"Congo, Dem. Rep. of",751361476.0,Stub,
676,Chikez Diemu,"Congo, Dem. Rep. of",753704394.0,Stub,
677,Minister of Foreign Affairs (Democratic Republic of the Congo),"Congo, Dem. Rep. of",754344309.0,Start,
678,Edouard Kiove Kola,"Congo, Dem. Rep. of",756510063.0,Stub,
679,Daniel Mukoko Samba,"Congo, Dem. Rep. of",757821887.0,Stub,
680,Dolly Makambo Nawezi,"Congo, Dem. Rep. of",763323939.0,Stub,
681,Germain Kambinga,"Congo, Dem. Rep. of",763943185.0,Stub,
682,Richard Ndambu Wolang,"Congo, Dem. Rep. of",764771546.0,Stub,
683,Simon Mbatshi Batshia,"Congo, Dem. Rep. of",764771615.0,C,
684,José Makila Sumanda,"Congo, Dem. Rep. of",764771652.0,Stub,
685,Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",764771697.0,Stub,
686,Charles Mwando Simba,"Congo, Dem. Rep. of",764791046.0,Stub,
687,Jules Fontaine Sambwa,"Congo, Dem. Rep. of",765570258.0,Start,
688,Mabi Mulumba,"Congo, Dem. Rep. of",765799138.0,Stub,
689,N'Singa Udjuu,"Congo, Dem. Rep. of",765799213.0,Stub,
690,Sultani Makenga,"Congo, Dem. Rep. of",765834828.0,Start,
691,Josué Alex Mukendi,"Congo, Dem. Rep. of",765871730.0,Stub,
692,Raymond Tshibanda,"Congo, Dem. Rep. of",765923988.0,Start,
693,Banza Mukalay,"Congo, Dem. Rep. of",765924619.0,Start,
694,Évariste Boshab,"Congo, Dem. Rep. of",765925554.0,Stub,
695,Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",766647953.0,Stub,
696,Jean Andeka,"Congo, Dem. Rep. of",768228272.0,Stub,
697,Aimé Ngoy Mukena,"Congo, Dem. Rep. of",768670214.0,C,
698,Aimé Boji,"Congo, Dem. Rep. of",772045942.0,Stub,
699,Léonard Mulamba,"Congo, Dem. Rep. of",772317052.0,Start,
700,Noel K Tshiani Muadiamvita,"Congo, Dem. Rep. of",772818039.0,C,
701,Kasongo Ilunga,"Congo, Dem. Rep. of",774263410.0,Start,
702,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596.0,Start,
703,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644.0,Stub,
704,Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",780035740.0,Stub,
705,Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",780757242.0,Stub,
706,Louis Alphonse Koyagialo,"Congo, Dem. Rep. of",782350026.0,Start,
707,Luzolo Bambi Lessa,"Congo, Dem. Rep. of",782618365.0,Start,
708,Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",782825984.0,Start,
709,Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",783354232.0,Stub,
710,Emile Mota,"Congo, Dem. Rep. of",784182810.0,Start,
711,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616.0,Stub,
712,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925.0,Start,
713,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201.0,C,
714,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464.0,Start,
715,Adam Bombolé,"Congo, Dem. Rep. of",787602247.0,Stub,
716,Adolphe Lumanu,"Congo, Dem. Rep. of",787715913.0,Stub,
717,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080.0,B,
718,Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355.0,Start,
719,Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838.0,Stub,
720,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194.0,C,
721,Ferdinand Essandja,"Congo, Dem. Rep. of",788054013.0,Stub,
722,Martin Kabwelulu,"Congo, Dem. Rep. of",788465848.0,Start,
723,Antipas Mbusa,"Congo, Dem. Rep. of",789437538.0,Start,
724,Laurent Mbariko,"Congo, Dem. Rep. of",789487250.0,Start,
725,Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887.0,Start,
726,Azarias Ruberwa,"Congo, Dem. Rep. of",790305725.0,Start,
727,Banyingela Kasonga,"Congo, Dem. Rep. of",790586686.0,Start,
728,Anicet Kashamura,"Congo, Dem. Rep. of",790738130.0,Stub,
729,Sophie Kanza,"Congo, Dem. Rep. of",790942655.0,Start,
730,Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307.0,Stub,
731,Charles Kisolokele,"Congo, Dem. Rep. of",792037043.0,Start,
732,Antoine Ghonda,"Congo, Dem. Rep. of",793411567.0,Start,
733,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384.0,Start,
734,Paul Bolya,"Congo, Dem. Rep. of",794134715.0,Start,
735,Freddy Matungulu,"Congo, Dem. Rep. of",796099032.0,C,
736,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410.0,C,
737,Munga Mibindo,"Congo, Dem. Rep. of",797435100.0,Stub,
738,Eric Lenge,"Congo, Dem. Rep. of",797446004.0,Start,
739,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563.0,Stub,
740,Joseph Kabila,"Congo, Dem. Rep. of",798455633.0,GA,
741,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264.0,Stub,
742,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637.0,Stub,
743,Medard Mulangala,"Congo, Dem. Rep. of",798948484.0,C,
744,Mpinga Kasenda,"Congo, Dem. Rep. of",799044574.0,Stub,
745,Fernand Kazadi,"Congo, Dem. Rep. of",799328311.0,Start,
746,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685.0,Stub,
747,Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221.0,Start,
748,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831.0,Start,
749,Ekila Liyonda,"Congo, Dem. Rep. of",799913697.0,Start,
750,Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121.0,Start,
751,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105.0,Stub,
752,Laurent Nkunda,"Congo, Dem. Rep. of",800298783.0,C,
753,Christophe Gbenye,"Congo, Dem. Rep. of",800537411.0,Start,
754,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444.0,Start,
755,Moïse Tshombe,"Congo, Dem. Rep. of",801110165.0,C,
756,Godefroid Munongo,"Congo, Dem. Rep. of",801112469.0,Start,
757,Thomas Kanza,"Congo, Dem. Rep. of",801348128.0,GA,
758,Joseph Okito,"Congo, Dem. Rep. of",801770255.0,Start,
759,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063.0,C,
760,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131.0,Start,
761,Alphonse Songolo,"Congo, Dem. Rep. of",802154801.0,C,
762,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658.0,Start,
763,Jules Mutebusi,"Congo, Dem. Rep. of",802411491.0,Start,
764,Pierre Mulele,"Congo, Dem. Rep. of",803335436.0,C,
765,Kasongo Munganga,"Congo, Dem. Rep. of",803421580.0,C,
766,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745.0,GA,
767,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582.0,C,
768,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534.0,GA,
769,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167.0,Stub,
770,Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836.0,C,
771,Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023.0,B,
772,Maurice Mpolo,"Congo, Dem. Rep. of",805086693.0,GA,
773,Georges Minsay Booka,"Congo, Dem. Rep. of",805279692.0,Start,
774,Germain Katanga,"Congo, Dem. Rep. of",805368981.0,B,
775,Daniel Kanza,"Congo, Dem. Rep. of",805523382.0,C,
776,Gilbert Pongo,"Congo, Dem. Rep. of",805835265.0,C,
777,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394.0,C,
778,Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312.0,Stub,
779,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185.0,Start,
780,Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633.0,B,
781,List of mayors of Goma,"Congo, Dem. Rep. of",806372703.0,Stub,
782,Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479.0,Start,
783,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828.0,Start,
784,André Lubaya,"Congo, Dem. Rep. of",806545614.0,Start,
785,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596.0,C,
786,Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274.0,GA,
787,Jason Sendwe,"Congo, Dem. Rep. of",807243537.0,GA,
788,Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156.0,Stub,
789,Patrice Lumumba,"Congo, Dem. Rep. of",807273861.0,FA,
790,"List of members of the parliament of East Timor, 2001–07",East Timorese,638566016.0,Start,
791,José Abel,East Timorese,699698855.0,Stub,
792,Rogerio Lobato,East Timorese,712249441.0,Start,
793,Manuel Magalhaes de Oliveira,East Timorese,720011934.0,Stub,
794,João Viegas Carrascalão,East Timorese,737687072.0,Start,
795,Manuel Carrascalão,East Timorese,753061850.0,Stub,
796,Adalgisa Magno Guterres,East Timorese,755908563.0,Stub,
797,María do Céu,East Timorese,755908564.0,Start,
798,Ana Pessoa Pinto,East Timorese,757539934.0,Stub,
799,Rosa Bonaparte,East Timorese,760534473.0,Stub,
800,Fernanda Borges,East Timorese,765600414.0,Stub,
801,Nicolau dos Reis Lobato,East Timorese,772890380.0,Stub,
802,Adalgisa Ximenes,East Timorese,779579546.0,Stub,
803,Milena Pires,East Timorese,788017619.0,Start,
804,Alfredo Pires,East Timorese,788450147.0,Stub,
805,Mário Viegas Carrascalão,East Timorese,793270640.0,B,
806,José Abílio Osório Soares,East Timorese,793454583.0,Start,
807,Roque Rodrigues,East Timorese,796722416.0,Stub,
808,Avelino Coelho da Silva,East Timorese,796886084.0,Stub,
809,Manuel Tilman,East Timorese,797040695.0,Stub,
810,Isabel da Costa Ferreira,East Timorese,797279277.0,B,
811,Emília Pires,East Timorese,797438594.0,C,
812,Xanana Gusmão,East Timorese,798242613.0,C,
813,José Luís Guterres,East Timorese,798334210.0,Start,
814,Arsénio Bano,East Timorese,798969127.0,Stub,
815,Nino Konis Santana,East Timorese,799059687.0,Stub,
816,President of East Timor,East Timorese,799570306.0,Start,
817,Estanislau da Silva,East Timorese,802072802.0,Start,
818,José Ramos-Horta,East Timorese,802765398.0,C,
819,Fernando de Araújo (East Timorese politician),East Timorese,803043434.0,Start,
820,Taur Matan Ruak,East Timorese,803615826.0,C,
821,Lúcia Lobato,East Timorese,803664269.0,Start,
822,Francisco Xavier do Amaral,East Timorese,803969836.0,C,
823,Vicente Guterres,East Timorese,804966906.0,Start,
824,Rui Maria de Araújo,East Timorese,805183458.0,Start,
825,Francisco Guterres,East Timorese,806140876.0,Start,
826,"List of members of the Løgting, 1974–78",Faroese,643932216.0,Start,
827,"List of members of the Løgting, 1978–80",Faroese,643932220.0,Start,
828,"List of members of the Løgting, 1980–84",Faroese,643932225.0,Start,
829,"List of members of the Løgting, 1984–88",Faroese,643932226.0,Start,
830,"List of members of the Løgting, 1990–94",Faroese,643932239.0,Start,
831,"List of members of the Løgting, 1994–98",Faroese,643932242.0,Start,
832,"List of members of the Løgting, 1998–2002",Faroese,698865505.0,Start,
833,Tórbjørn Poulsen,Faroese,700400143.0,Stub,
834,Demmus Hentze,Faroese,701771698.0,Start,
835,Andrias Christian Evensen,Faroese,714088539.0,Start,
836,Hákun Djurhuus,Faroese,715330944.0,Stub,
837,Jógvan Justinusson,Faroese,715490721.0,Stub,
838,Andrass Samuelsen,Faroese,716137698.0,Stub,
839,Álvur Kirke,Faroese,721938213.0,Stub,
840,Rikard Long,Faroese,722336332.0,Start,
841,Sigurð Joensen,Faroese,722336979.0,Start,
842,Jógvan Poulsen (1854–1941),Faroese,722590461.0,Start,
843,Jacob Vestergaard,Faroese,724674137.0,Start,
844,Johan Simonsen,Faroese,725030656.0,Stub,
845,Kári P. Højgaard,Faroese,725288194.0,Start,
846,Kristin Michelsen,Faroese,729422866.0,Start,
847,Lisbeth L. Petersen,Faroese,734668075.0,C,
848,Símun av Skarði,Faroese,735578210.0,Stub,
849,Finnbogi Ísakson,Faroese,748477895.0,Start,
850,"List of members of the Løgting, 1988–90",Faroese,750074079.0,Start,
851,Brandur Sandoy,Faroese,750167873.0,Start,
852,"List of members of the Løgting, 2015–19",Faroese,754952121.0,Start,
853,"List of members of the Løgting, 2011–15",Faroese,754952298.0,Start,
854,"List of members of the Løgting, 2008–11",Faroese,754952557.0,Start,
855,"List of members of the Løgting, 2004–08",Faroese,754952620.0,Start,
856,"List of members of the Løgting, 2002–04",Faroese,754952690.0,Start,
857,Bárður á Steig Nielsen,Faroese,756602743.0,Start,
858,Edmund Joensen,Faroese,756654638.0,Stub,
859,Jørgen Niclasen,Faroese,756654880.0,Stub,
860,Jóannes Eidesgaard,Faroese,765947137.0,Start,
861,Jógvan á Lakjuni,Faroese,765947416.0,Start,
862,Anfinn Kallsberg,Faroese,773895078.0,Start,
863,Kaj Leo Johannesen,Faroese,780361487.0,Start,
864,Rigmor Dam,Faroese,780543271.0,Start,
865,Hanna Jensen,Faroese,780543417.0,Start,
866,Sonja Jógvansdóttir,Faroese,780543635.0,Start,
867,Karin Kjølbro,Faroese,780543692.0,Start,
868,Jóannes Patursson,Faroese,781915668.0,Start,
869,Erlendur Patursson,Faroese,784440060.0,Start,
870,Niels Winther Poulsen,Faroese,789029085.0,Stub,
871,Bjørt Samuelsen,Faroese,789306157.0,Start,
872,Jenis av Rana,Faroese,789307497.0,Start,
873,Heðin Mortensen,Faroese,789307569.0,Start,
874,Rasmus Effersøe,Faroese,789307632.0,Start,
875,Trygvi Samuelsen,Faroese,789308387.0,Start,
876,Eilif Samuelsen,Faroese,789308554.0,Stub,
877,Jógvan Skorheim,Faroese,789310556.0,Start,
